filename,true_class,predicted_class,correct
early_blight_leaf\Eb325.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb326.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb328.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb329.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb33.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb330.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb331.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb333.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb335.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb336.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb337.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb338.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb34.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb340.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb342.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb344.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb348.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb35.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb350.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb352.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb354.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb355.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb356.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb358.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb359.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb362.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb363.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb369.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb37.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb370.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb371.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb372.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb373.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb375.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb377.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb378.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb38.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb380.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb383.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb385.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb387.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb389.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb39.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb390.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb391.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb392.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb394.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb395.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb396.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb398.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb399.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb400.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb402.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb405.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb406.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb41.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb410.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb411.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb413.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb414.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb416.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb417.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb420.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb422.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb424.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb425.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb426.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb428.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb429.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb432.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb433.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb436.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb437.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb438.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb439.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb44.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb440.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb442.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb443.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb444.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb445.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb446.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb447.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb45.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb450.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb454.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb455.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb457.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb458.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb459.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb46.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb461.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb463.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb464.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb466.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb468.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb469.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb472.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb474.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb476.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb477.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb478.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb479.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb48.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb482.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb483.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb484.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb485.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb486.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb490.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb495.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb496.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb498.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb5.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb500.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb503.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb504.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb505.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb509.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb51.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb510.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb511.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb512.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb515.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb516.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb517.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb518.npy,early_blight_leaf,healthy_leaf,False
early_blight_leaf\Eb519.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb52.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb522.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb523.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb524.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb526.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb53.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb530.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb532.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb535.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb536.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb537.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb539.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb54.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb541.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb542.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb543.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb544.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb547.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb548.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb552.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb554.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb556.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb557.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb560.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb561.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb562.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb564.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb568.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb569.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb571.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb574.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb575.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb576.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb578.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb579.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb58.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb580.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb582.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb584.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb587.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb589.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb59.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb590.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb591.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb592.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb593.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb594.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb60.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb600.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb602.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb603.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb608.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb609.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb610.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb611.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb612.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb614.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb616.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb617.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb619.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb62.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb620.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb621.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb622.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb623.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb625.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb627.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb63.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb630.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb632.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb633.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb634.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb635.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb638.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb640.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb641.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb644.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb646.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb648.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb649.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb65.npy,early_blight_leaf,septoria_leaf,False
early_blight_leaf\Eb650.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb652.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb654.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb655.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb656.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb657.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb659.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb660.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb662.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb664.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb666.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb667.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb668.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb669.npy,early_blight_leaf,late_blight_leaf,False
early_blight_leaf\Eb67.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb674.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb676.npy,early_blight_leaf,early_blight_leaf,True
early_blight_leaf\Eb677.npy,early_blight_leaf,early_blight_leaf,True
